SysTime,Real_UAV_X,Real_UAV_Y,Real_UAV_Z,Real_Boat_X,Real_Boat_Y,Real_Boat_Z,Real_UAV_VZ,Real_Boat_VZ
1.77485e+09,3.06518,17.8712,-0.207039,2.90054,17.4033,-0.318982,-0.542977,-1.55781e-05
1.77485e+09,3.06183,17.8856,-0.213995,2.90289,17.4173,-0.318982,-0.616177,-1.55781e-05
1.77485e+09,3.0583,17.9012,-0.222505,2.90506,17.4304,-0.318982,-0.692084,-1.55781e-05
1.77485e+09,3.05441,17.919,-0.233493,2.90726,17.4436,-0.318982,-0.771424,-1.55781e-05
1.77485e+09,3.0513,17.9342,-0.243932,2.90939,17.4563,-0.318982,-0.833884,-1.55781e-05
1.77485e+09,3.04976,17.9423,-0.249882,2.91158,17.4695,-0.318983,-0.86624,-1.55781e-05
1.77485e+09,3.0462,17.9634,-0.267186,2.91393,17.4836,-0.355854,-0.956085,-1.43305e-05
1.77485e+09,3.04451,17.9759,-0.278982,2.91611,17.4967,-0.355855,-1.00846,-1.43305e-05
1.77485e+09,3.04325,17.9906,-0.294498,2.91832,17.5099,-0.355855,-1.05655,-1.43305e-05
1.77485e+09,3.04319,18.0018,-0.308399,2.92045,17.5227,-0.355855,-1.08058,-1.43305e-05
1.77485e+09,3.04416,18.0109,-0.321475,2.92257,17.5354,-0.355855,-1.09796,-1.43305e-05
1.77485e+09,3.04577,18.0175,-0.332509,2.92468,17.5481,-0.355855,-1.10804,-1.43305e-05
1.77485e+09,3.05068,18.0267,-0.352545,2.92691,17.5614,-0.355855,-1.11675,-1.43305e-05
1.77485e+09,3.05547,18.0309,-0.365959,2.92892,17.5735,-0.355856,-1.11844,-1.43305e-05
1.77485e+09,3.0621,18.0337,-0.38051,2.93111,17.5867,-0.389042,-1.12073,-1.30209e-05
1.77485e+09,3.06957,18.0347,-0.394,2.93324,17.5994,-0.389042,-1.12917,-1.30209e-05
1.77485e+09,3.08066,18.0339,-0.411117,2.93543,17.6126,-0.389042,-1.15713,-1.30209e-05
